mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00048022,241,NA,12,NA,9,18,26,105,25,87,67,361,41
E00048023,251,NA,21,NA,6,17,20,77,19,80,75,406,40
E00048024,271,NA,24,NA,11,16,24,93,21,73,76,453,55
E00048025,228,NA,16,NA,8,18,13,66,19,70,72,379,41
E00048026,293,NA,25,NA,7,23,23,91,24,79,91,463,59
E00048027,268,NA,23,NA,8,31,21,133,37,96,60,467,36
E00048028,286,NA,16,NA,6,22,15,96,19,111,69,456,40
E00048029,254,NA,15,NA,15,28,18,148,26,107,67,362,44
E00048030,181,NA,22,NA,11,8,16,55,13,48,80,276,44
E00048031,246,NA,21,NA,4,19,28,83,21,66,68,388,57
E00048032,228,NA,23,NA,7,18,20,96,20,91,67,359,41
E00048033,173,NA,33,NA,6,15,11,55,12,47,68,276,42
E00048034,248,NA,17,NA,4,17,19,72,17,66,64,413,38
E00048035,209,NA,19,NA,14,21,22,108,31,67,68,325,39
E00048036,276,NA,24,NA,12,13,13,78,16,89,76,451,47
E00048037,335,NA,19,NA,16,19,18,105,30,102,79,500,47
E00048038,238,NA,21,NA,7,14,16,86,13,71,95,360,60
E00048039,169,NA,18,NA,7,9,12,56,12,56,62,224,45
E00048040,190,NA,23,NA,8,11,15,64,12,49,60,309,38
E00048041,267,NA,25,NA,17,16,25,109,26,73,73,405,41
E00048042,224,NA,20,NA,6,17,16,90,16,75,75,336,46
E00048043,178,NA,14,NA,15,11,32,83,20,51,59,280,34
E00048044,207,NA,24,NA,12,11,25,79,21,43,73,336,44
E00048045,223,NA,19,NA,24,12,32,129,25,75,63,347,36
E00048046,257,NA,28,NA,14,22,38,113,21,64,87,385,46
E00048047,226,NA,28,NA,12,15,23,94,18,74,87,363,45
E00048048,206,NA,29,NA,5,25,12,72,17,64,103,306,57
E00048049,194,NA,17,NA,8,15,26,91,18,55,61,308,40
E00048050,213,NA,22,NA,11,12,28,103,16,71,62,321,39
E00048051,238,NA,21,NA,9,16,26,90,19,75,78,352,39
E00048052,219,NA,21,NA,12,17,28,93,18,63,70,339,40
E00048053,225,NA,13,NA,14,12,21,95,16,69,61,348,37
E00048054,291,NA,35,NA,16,24,21,124,32,87,115,435,62
E00048055,246,NA,19,NA,17,14,28,110,28,79,72,379,45
E00048056,313,NA,31,NA,17,30,41,152,33,93,117,468,65
E00048057,211,NA,19,NA,22,8,21,111,9,75,65,306,32
E00048058,223,NA,8,NA,11,13,7,148,19,159,59,309,29
E00048059,179,NA,24,NA,14,12,13,80,13,62,78,290,46
E00048060,188,NA,16,NA,12,5,13,79,9,78,94,298,45
E00048061,160,NA,14,NA,11,8,18,82,15,51,53,256,34
E00048062,159,NA,21,NA,7,7,16,70,10,66,64,202,31
E00048063,195,NA,10,NA,7,4,16,72,7,130,45,264,25
E00048064,414,NA,14,NA,11,7,29,130,14,332,63,461,43
E00048065,246,NA,11,NA,18,7,14,162,20,133,61,307,23
E00048066,135,NA,17,NA,5,7,9,58,8,44,39,232,22
E00048067,180,NA,13,NA,14,23,15,103,31,62,55,262,34
E00048068,204,NA,13,NA,17,13,21,116,19,91,48,294,19
E00048069,246,NA,4,NA,10,9,11,149,21,187,43,305,17
E00048070,183,NA,15,NA,8,8,14,93,8,68,73,285,42
E00048071,271,NA,9,NA,23,10,10,163,27,129,65,351,29
E00048072,257,NA,3,NA,0,0,25,63,3,252,11,259,9
E00048073,476,NA,6,NA,0,5,55,146,13,447,25,529,15
E00048074,206,NA,7,NA,19,10,12,113,12,108,51,293,27
E00048075,273,NA,3,NA,16,16,13,151,32,157,56,345,28
E00048076,200,NA,8,NA,13,6,10,87,15,83,72,318,27
E00048077,158,NA,18,NA,7,4,23,72,10,68,57,218,36
E00048078,198,NA,5,NA,16,4,12,121,10,100,41,281,24
E00048079,239,NA,10,NA,21,15,20,163,28,137,55,320,27
E00048080,178,NA,11,NA,16,11,17,121,22,82,48,261,30
E00048081,198,NA,7,NA,23,17,15,139,23,92,41,272,25
E00048082,230,NA,11,NA,13,12,26,143,19,112,47,341,26
E00048083,210,NA,6,NA,22,12,19,167,28,124,28,295,19
E00048084,209,NA,10,NA,18,15,10,141,18,104,56,270,28
E00048085,181,NA,11,NA,15,11,26,95,18,66,45,268,27
E00048086,178,NA,6,NA,9,16,27,92,15,61,48,300,34
E00048087,186,NA,11,NA,12,15,26,113,9,58,48,294,30
E00048088,177,NA,13,NA,8,17,20,78,15,55,62,280,32
E00048089,235,NA,19,NA,17,15,23,111,22,87,75,318,28
E00048090,217,NA,13,NA,28,13,25,134,25,96,52,306,23
E00048091,225,NA,10,NA,26,22,34,142,33,71,54,328,33
E00048092,224,NA,24,NA,17,11,29,113,15,70,74,324,54
E00048093,180,NA,11,NA,16,17,16,108,18,68,55,254,26
E00048094,219,NA,20,NA,18,9,16,112,24,89,67,333,39
E00048095,194,NA,13,NA,8,8,7,127,10,109,55,245,31
E00048096,188,NA,20,NA,6,7,14,67,13,66,76,346,47
E00048097,190,NA,31,NA,9,10,13,82,9,60,82,294,41
E00048098,223,NA,26,NA,11,15,20,106,14,68,86,328,49
E00048099,223,NA,16,NA,15,14,22,118,28,85,70,326,43
E00048100,188,NA,11,NA,15,10,21,106,15,54,56,297,37
E00048101,146,NA,13,NA,11,10,18,87,16,52,74,275,52
E00048102,197,NA,22,NA,17,15,22,106,18,70,61,290,40
E00048103,194,NA,16,NA,16,20,13,108,23,78,74,296,46
E00048104,189,NA,10,NA,13,8,13,98,15,77,48,286,24
E00048105,192,NA,22,NA,13,15,18,92,15,63,70,275,33
E00048106,191,NA,23,NA,13,7,20,97,19,75,70,283,42
E00048107,180,NA,16,NA,11,13,21,96,22,63,74,287,41
E00048108,216,NA,22,NA,11,15,20,116,14,78,78,334,48
E00048109,224,NA,22,NA,16,10,27,106,16,81,71,347,31
E00048110,224,NA,15,NA,22,14,29,129,23,67,60,361,29
E00048111,211,NA,14,NA,13,21,19,116,26,83,51,319,33
E00048112,198,NA,9,NA,19,7,18,128,24,99,43,280,27
E00048113,202,NA,19,NA,7,8,17,100,14,83,62,287,37
E00048114,234,NA,21,NA,16,22,26,129,22,72,74,348,42
E00048115,218,NA,26,NA,15,13,26,117,18,84,79,331,47
E00048116,217,NA,6,NA,19,4,8,145,15,155,55,291,27
E00048117,187,NA,22,NA,12,9,13,104,19,84,87,283,42
E00048118,246,NA,9,NA,11,3,8,151,6,191,88,370,26
E00048119,205,NA,16,NA,10,8,22,106,15,88,67,323,40
E00048120,183,NA,17,NA,9,9,12,81,12,59,87,279,42
E00048121,192,NA,3,NA,11,10,12,111,18,104,50,268,21
E00048122,194,NA,18,NA,11,11,11,93,15,79,60,311,28
E00048123,181,NA,5,NA,13,7,5,97,13,115,45,243,25
E00048124,183,NA,11,NA,7,11,16,81,12,74,67,311,34
E00048125,198,NA,10,NA,10,11,11,83,13,70,89,318,47
E00048126,150,NA,16,NA,4,3,18,58,9,59,51,187,37
E00048127,205,NA,9,NA,13,3,17,101,16,95,53,256,25
E00048128,243,NA,6,NA,16,11,21,163,18,138,43,319,19
E00048129,185,NA,24,NA,7,19,16,62,16,47,91,306,53
E00048130,223,NA,20,NA,21,21,18,123,30,84,71,337,44
E00048131,201,NA,11,NA,22,15,16,122,23,82,51,270,27
E00048132,226,NA,6,NA,27,18,8,166,41,125,45,318,20
E00048133,216,NA,11,NA,15,17,19,116,20,87,55,310,36
E00048134,207,NA,19,NA,18,10,20,104,21,65,65,334,36
E00048135,223,NA,14,NA,13,18,25,100,30,67,60,340,41
E00048136,223,NA,12,NA,14,20,16,116,23,103,59,300,35
E00048137,241,NA,29,NA,23,14,34,128,29,71,84,352,55
E00048138,155,NA,14,NA,4,9,9,71,15,56,61,226,38
E00048139,189,NA,15,NA,14,9,21,98,18,63,67,279,36
E00048140,207,NA,16,NA,13,19,15,125,24,96,60,297,37
E00048141,186,NA,11,NA,13,13,20,110,19,83,65,259,37
E00048142,227,NA,13,NA,18,13,29,148,34,92,60,303,39
E00048143,167,NA,14,NA,6,14,10,89,17,63,76,248,43
E00048144,194,NA,19,NA,13,19,16,104,24,53,82,317,47
E00048145,176,NA,24,NA,17,7,8,73,12,55,67,243,37
E00048146,209,NA,29,NA,13,16,26,93,25,59,76,322,49
E00048147,177,NA,24,NA,12,16,11,78,18,54,64,250,47
E00048148,244,NA,18,NA,15,20,25,137,33,108,102,362,45
E00048149,227,NA,14,NA,11,19,9,123,23,84,90,285,33
E00048150,266,NA,17,NA,24,26,25,161,29,108,76,381,38
E00048151,167,NA,31,NA,4,6,16,49,6,55,76,229,45
E00048152,208,NA,12,NA,21,12,20,136,36,91,57,262,33
E00048153,232,NA,28,NA,24,16,21,124,19,75,124,395,100
E00048154,221,NA,5,NA,19,8,10,131,21,106,49,293,22
E00048155,210,NA,11,NA,13,8,16,119,19,97,78,319,38
E00048156,209,NA,14,NA,11,14,21,97,16,81,71,330,37
E00048157,198,NA,9,NA,15,26,15,121,20,62,57,296,30
E00048158,235,NA,10,NA,25,11,22,162,33,111,61,337,24
E00048159,192,NA,12,NA,11,8,10,116,14,97,85,304,50
E00048160,132,NA,18,NA,6,8,14,63,11,39,42,198,21
E00048161,230,NA,12,NA,17,11,16,146,24,121,59,310,30
E00048162,207,NA,17,NA,16,24,20,124,28,76,70,319,28
E00048163,222,NA,16,NA,28,16,25,144,34,90,71,342,41
E00048164,202,NA,15,NA,15,15,26,105,26,62,93,298,46
E00048165,167,NA,13,NA,11,15,15,88,15,56,67,271,46
E00048166,208,NA,20,NA,21,16,18,123,30,71,77,347,39
E00048167,180,NA,5,NA,11,8,12,121,15,88,39,240,25
E00048168,210,NA,9,NA,19,23,24,151,39,91,53,303,33
E00048169,225,NA,15,NA,20,22,25,138,29,92,73,362,41
E00048170,211,NA,14,NA,18,16,27,137,30,76,67,348,47
E00048171,238,NA,6,NA,34,18,23,173,38,106,54,335,20
E00048172,187,NA,4,NA,15,14,16,137,17,100,46,284,29
E00048173,256,NA,7,NA,25,18,19,186,33,118,53,347,30
E00048174,222,NA,3,NA,24,8,19,159,28,100,39,300,16
E00048175,240,NA,11,NA,17,15,22,154,24,108,57,335,25
E00048176,135,NA,3,NA,5,11,10,87,15,66,29,173,10
E00048177,211,NA,12,NA,20,14,20,141,28,103,59,299,29
E00048178,224,NA,6,NA,31,16,17,171,38,115,39,311,20
E00048179,212,NA,10,NA,27,15,22,158,44,94,54,310,33
E00048180,221,NA,5,NA,17,21,17,159,30,97,47,309,21
E00048181,198,NA,4,NA,25,17,14,132,21,104,41,283,20
E00048182,217,NA,6,NA,23,18,11,156,27,105,53,317,24
E00048183,255,NA,11,NA,23,13,18,159,31,111,63,324,29
E00048184,228,NA,8,NA,13,13,14,158,26,117,34,308,17
E00048185,214,NA,6,NA,26,17,17,145,36,101,38,276,17
E00048186,131,NA,9,NA,12,8,7,72,15,55,73,216,42
E00048187,208,NA,7,NA,22,23,15,149,33,97,36,258,16
E00048188,240,NA,23,NA,9,32,23,121,21,102,93,340,54
E00048189,238,NA,26,NA,12,19,18,105,27,95,71,327,44
E00048190,213,NA,31,NA,11,13,10,82,14,96,74,292,41
E00048191,259,NA,17,NA,22,22,23,159,34,121,77,364,37
E00048192,208,NA,8,NA,7,17,14,123,22,88,68,309,42
E00048193,185,NA,36,NA,14,13,12,66,15,49,137,289,65
E00048194,259,NA,27,NA,18,19,13,135,9,104,176,430,71
E00048195,223,NA,24,NA,14,16,32,94,23,46,95,309,57
E00048196,235,NA,30,NA,16,16,30,103,19,67,77,401,48
E00048197,289,NA,12,NA,30,19,31,200,40,118,55,383,31
E00048198,239,NA,14,NA,32,17,11,144,33,102,60,355,30
E00048199,116,NA,14,NA,3,5,12,43,7,28,94,215,45
E00048200,227,NA,16,NA,21,16,20,149,28,115,56,305,31
E00048201,235,NA,35,NA,15,14,25,95,19,69,81,350,52
E00048202,212,NA,23,NA,15,11,17,106,18,89,81,287,44
E00048203,192,NA,21,NA,15,15,19,100,17,51,65,293,36
